node,ip,port,country,colo,latency_ms,speed_mbps,score,stability,latency_score,speed_penalty,speed_tier,stability_weighted
43.163.238.201:8443,43.163.238.201,8443,JP,NRT,92.39,34.11,99.33,38.25,92.39,-1.48,above_30mbps_reward,11.47
43.133.61.219:443,43.133.61.219,443,SG,SIN,78.9,47.56,103.58,500,78.9,-5.32,above_30mbps_reward,30.0
23.249.17.25:443,23.249.17.25,443,JP,,88.05,55.93,110.86,111.13,88.05,-7.19,above_30mbps_reward,30.0
139.180.145.233:443,139.180.145.233,443,SG,SIN,108.61,222.29,115.49,500,108.61,-23.12,above_30mbps_reward,30.0
138.2.122.191:443,138.2.122.191,443,KR,ICN,109.41,47.25,115.72,28.16,109.41,-5.24,above_30mbps_reward,8.45
45.76.176.213:8443,45.76.176.213,8443,SG,SIN,107.57,178.67,116.98,155.89,107.57,-20.59,above_30mbps_reward,30.0
209.33.173.167:443,209.33.173.167,443,JP,NRT,99.9,71.21,119.92,500,99.9,-9.98,above_30mbps_reward,30.0
111.97.164.62:8443,111.97.164.62,8443,JP,NRT,106.82,88.39,124.35,29.77,106.82,-12.47,above_30mbps_reward,8.93
43.133.1.62:443,43.133.1.62,443,JP,NRT,97.63,34.24,126.1,35.0,97.63,-1.53,above_30mbps_reward,10.5
154.83.93.180:443,154.83.93.180,443,JP,NRT,108.78,83.68,126.94,500,108.78,-11.84,above_30mbps_reward,30.0
45.77.254.160:8443,45.77.254.160,8443,SG,SIN,118.47,187.71,127.31,107.77,118.47,-21.16,above_30mbps_reward,30.0
154.19.187.141:443,154.19.187.141,443,JP,NRT,111.74,84.41,129.8,49.41,111.74,-11.94,above_30mbps_reward,14.82
144.24.94.127:443,144.24.94.127,443,KR,ICN,110.45,63.05,131.88,77.98,110.45,-8.57,above_30mbps_reward,23.39
43.133.232.228:8443,43.133.232.228,8443,KR,ICN,106.45,39.02,133.42,32.26,106.45,-3.03,above_30mbps_reward,9.68
160.16.62.84:443,160.16.62.84,443,JP,,106.52,36.49,134.26,44.53,106.52,-2.26,above_30mbps_reward,13.36
5.226.49.101:443,5.226.49.101,443,JP,NRT,112.22,55.57,135.11,96.15,112.22,-7.11,above_30mbps_reward,28.85
144.48.4.248:443,144.48.4.248,443,JP,,122.83,91.8,139.93,35.65,122.83,-12.91,above_30mbps_reward,10.69
153.121.76.150:443,153.121.76.150,443,JP,NRT,114.81,40.94,141.22,50.7,114.81,-3.59,above_30mbps_reward,15.21
31.57.172.60:443,31.57.172.60,443,JP,NRT,118.19,47.98,142.77,500,118.19,-5.42,above_30mbps_reward,30.0
154.83.91.206:443,154.83.91.206,443,JP,,124.03,69.52,144.33,125.65,124.03,-9.7,above_30mbps_reward,30.0
31.57.172.172:443,31.57.172.172,443,JP,,122.37,55.16,145.34,127.14,122.37,-7.03,above_30mbps_reward,30.0
45.8.115.178:443,45.8.115.178,443,JP,,116.15,31.88,145.45,500,116.15,-0.7,above_30mbps_reward,30.0
45.142.166.248:443,45.142.166.248,443,JP,,116.17,29.9,146.22,500,116.17,0.05,below_30mbps,30.0
202.144.192.53:443,202.144.192.53,443,JP,NRT,125.56,65.46,146.55,62.19,125.56,-9.01,above_30mbps_reward,18.66
66.42.51.60:8443,66.42.51.60,8443,SG,SIN,105.3,11.22,146.64,38.13,105.3,11.34,below_15mbps,11.44
91.200.243.253:443,91.200.243.253,443,JP,NRT,128.94,66.61,149.73,63.15,128.94,-9.21,above_30mbps_reward,18.94
45.89.232.185:443,45.89.232.185,443,JP,NRT,128.72,64.17,149.94,500,128.72,-8.78,above_30mbps_reward,30.0
153.121.32.71:443,153.121.32.71,443,JP,,120.42,31.25,149.95,41.84,120.42,-0.47,above_30mbps_reward,12.55
23.176.40.217:443,23.176.40.217,443,JP,NRT,120.98,14.6,152.18,38.28,120.98,1.2,below_15mbps,11.49
147.79.20.197:443,147.79.20.197,443,JP,,131.1,59.54,153.19,500,131.1,-7.91,above_30mbps_reward,30.0
92.113.124.39:443,92.113.124.39,443,JP,NRT,133.16,67.94,153.73,500,133.16,-9.43,above_30mbps_reward,30.0
45.89.232.242:443,45.89.232.242,443,JP,NRT,135.67,80.07,154.34,51.5,135.67,-11.33,above_30mbps_reward,15.45
140.235.37.78:443,140.235.37.78,443,JP,,119.87,19.95,154.9,500,119.87,5.03,below_30mbps,30.0
8.222.185.236:443,8.222.185.236,443,JP,NRT,153.45,314.46,156.33,44.68,153.45,-27.12,above_30mbps_reward,13.4
45.8.115.140:443,45.8.115.140,443,JP,,124.23,25.06,156.7,500,124.23,2.47,below_30mbps,30.0
45.89.232.34:443,45.89.232.34,443,JP,NRT,133.59,53.38,156.94,60.18,133.59,-6.65,above_30mbps_reward,18.05
134.185.88.235:8443,134.185.88.235,8443,SG,SIN,141.5,89.03,158.95,44.6,141.5,-12.55,above_30mbps_reward,13.38
140.235.37.114:443,140.235.37.114,443,JP,,136.56,45.17,161.84,500,136.56,-4.72,above_30mbps_reward,30.0
93.93.246.12:443,93.93.246.12,443,JP,NRT,140.02,60.06,162.01,48.78,140.02,-8.01,above_30mbps_reward,14.63
161.118.223.30:8443,161.118.223.30,8443,SG,SIN,139.86,56.97,162.46,27.94,139.86,-7.4,above_30mbps_reward,8.38
45.251.240.149:443,45.251.240.149,443,JP,,138.33,46.09,163.37,500,138.33,-4.96,above_30mbps_reward,30.0
45.89.232.249:443,45.89.232.249,443,JP,NRT,142.98,49.35,167.24,46.7,142.98,-5.74,above_30mbps_reward,14.01
103.85.27.46:2053,103.85.27.46,2053,JP,NRT,140.55,35.31,168.67,500,140.55,-1.88,above_30mbps_reward,30.0
131.143.215.142:443,131.143.215.142,443,JP,NRT,136.67,25.1,169.12,42.23,136.67,2.45,below_30mbps,12.67
147.79.20.144:443,147.79.20.144,443,JP,,148.05,49.7,172.22,500,148.05,-5.83,above_30mbps_reward,30.0
92.113.124.215:2096,92.113.124.215,2096,JP,NRT,149.53,46.25,174.53,500,149.53,-5.0,above_30mbps_reward,30.0
147.79.20.181:443,147.79.20.181,443,JP,NRT,155.78,63.61,177.11,500,155.78,-8.67,above_30mbps_reward,30.0
168.138.185.234:443,168.138.185.234,443,SG,SIN,152.53,45.26,177.78,500,152.53,-4.75,above_30mbps_reward,30.0
216.23.86.105:8443,216.23.86.105,8443,JP,NRT,144.2,16.36,181.02,500,144.2,6.82,below_30mbps,30.0
82.40.35.90:443,82.40.35.90,443,JP,,161.66,74.48,181.16,500,161.66,-10.5,above_30mbps_reward,30.0
156.231.112.27:443,156.231.112.27,443,JP,NRT,149.08,15.03,186.57,500,149.08,7.49,below_30mbps,30.0
45.63.122.83:8443,45.63.122.83,8443,JP,NRT,171.08,80.87,189.63,500,171.08,-11.45,above_30mbps_reward,30.0
43.160.246.223:8443,43.160.246.223,8443,SG,SIN,208.49,191.8,197.16,133.16,208.49,-21.41,above_30mbps_reward,30.0
45.63.122.93:443,45.63.122.93,443,JP,,179.96,71.97,199.86,500,179.96,-10.1,above_30mbps_reward,30.0
45.32.34.220:443,45.32.34.220,443,JP,NRT,185.16,64.3,206.36,500,185.16,-8.8,above_30mbps_reward,30.0
13.250.31.132:443,13.250.31.132,443,SG,SIN,202.94,44.07,208.83,90.24,202.94,-4.44,above_30mbps_reward,27.07
212.135.215.5:443,212.135.215.5,443,JP,NRT,189.87,76.06,209.13,500,189.87,-10.74,above_30mbps_reward,30.0
45.63.124.130:443,45.63.124.130,443,JP,,190.26,71.05,210.31,500,190.26,-9.95,above_30mbps_reward,30.0
64.176.60.73:443,64.176.60.73,443,JP,,193.76,50.08,217.85,500,193.76,-5.91,above_30mbps_reward,30.0
45.76.220.159:443,45.76.220.159,443,JP,NRT,198.1,64.79,219.21,500,198.1,-8.89,above_30mbps_reward,30.0
45.32.49.228:443,45.32.49.228,443,JP,,201.12,68.87,221.53,500,201.12,-9.59,above_30mbps_reward,30.0
198.13.53.115:443,198.13.53.115,443,JP,,200.38,62.56,221.9,500,200.38,-8.48,above_30mbps_reward,30.0
45.77.134.44:443,45.77.134.44,443,JP,NRT,201.87,61.91,223.51,500,201.87,-8.36,above_30mbps_reward,30.0
198.13.57.168:443,198.13.57.168,443,JP,,202.19,63.32,223.57,500,202.19,-8.62,above_30mbps_reward,30.0
45.32.37.248:443,45.32.37.248,443,JP,,202.0,61.33,223.74,500,202.0,-8.25,above_30mbps_reward,30.0
149.28.26.9:443,149.28.26.9,443,JP,,204.33,69.62,224.61,500,204.33,-9.72,above_30mbps_reward,30.0
45.32.16.54:443,45.32.16.54,443,JP,NRT,204.87,66.55,225.67,500,204.87,-9.2,above_30mbps_reward,30.0
149.28.21.204:443,149.28.21.204,443,JP,,204.56,64.76,225.68,500,204.56,-8.88,above_30mbps_reward,30.0
45.76.221.84:443,45.76.221.84,443,JP,,205.48,69.92,225.72,500,205.48,-9.77,above_30mbps_reward,30.0
45.32.22.28:443,45.32.22.28,443,JP,,206.34,71.53,226.31,500,206.34,-10.03,above_30mbps_reward,30.0
152.69.199.75:443,152.69.199.75,443,JP,,204.54,60.7,226.4,500,204.54,-8.13,above_30mbps_reward,30.0
45.32.22.205:443,45.32.22.205,443,JP,NRT,205.92,67.81,226.51,500,205.92,-9.41,above_30mbps_reward,30.0
176.97.70.51:8443,176.97.70.51,8443,JP,NRT,205.57,62.38,227.12,500,205.57,-8.45,above_30mbps_reward,30.0
45.76.222.52:8443,45.76.222.52,8443,JP,NRT,206.44,64.35,227.63,500,206.44,-8.81,above_30mbps_reward,30.0
207.148.107.59:443,207.148.107.59,443,JP,,206.78,65.44,227.78,500,206.78,-9.0,above_30mbps_reward,30.0
43.224.34.216:443,43.224.34.216,443,JP,NRT,207.52,67.38,228.18,500,207.52,-9.34,above_30mbps_reward,30.0
154.31.114.55:443,154.31.114.55,443,JP,,195.36,21.91,229.4,500,195.36,4.04,below_30mbps,30.0
45.77.28.46:443,45.77.28.46,443,JP,NRT,209.04,68.42,229.52,500,209.04,-9.52,above_30mbps_reward,30.0
45.77.21.148:443,45.77.21.148,443,JP,NRT,210.18,70.61,230.3,500,210.18,-9.88,above_30mbps_reward,30.0
31.77.228.53:443,31.77.228.53,443,KR,,195.37,19.93,230.4,35.41,195.37,5.04,below_30mbps,10.62
138.2.5.136:443,138.2.5.136,443,JP,,203.08,35.51,231.13,500,203.08,-1.95,above_30mbps_reward,30.0
150.230.63.93:443,150.230.63.93,443,JP,,198.6,24.29,231.46,500,198.6,2.86,below_30mbps,30.0
198.13.59.223:443,198.13.59.223,443,JP,,203.32,32.79,232.29,500,203.32,-1.03,above_30mbps_reward,30.0
161.33.14.30:443,161.33.14.30,443,JP,KIX,205.86,37.0,233.44,500,205.86,-2.42,above_30mbps_reward,30.0
150.230.212.247:443,150.230.212.247,443,JP,NRT,208.67,46.89,233.52,500,208.67,-5.15,above_30mbps_reward,30.0
140.245.89.136:443,140.245.89.136,443,JP,,207.52,38.46,234.65,500,207.52,-2.87,above_30mbps_reward,30.0
64.176.36.17:443,64.176.36.17,443,JP,,208.74,41.44,235.01,500,208.74,-3.73,above_30mbps_reward,30.0
132.145.127.203:8443,132.145.127.203,8443,JP,NRT,205.63,29.89,235.69,500,205.63,0.05,below_30mbps,30.0
207.148.113.143:443,207.148.113.143,443,JP,NRT,196.81,11.76,236.53,500,196.81,9.72,below_15mbps,30.0
167.179.102.152:443,167.179.102.152,443,JP,NRT,208.14,33.44,236.89,500,208.14,-1.25,above_30mbps_reward,30.0
64.176.38.23:2083,64.176.38.23,2083,JP,KIX,208.28,33.12,237.14,500,208.28,-1.14,above_30mbps_reward,30.0
149.118.55.215:8443,149.118.55.215,8443,SG,SIN,217.21,67.22,237.9,500,217.21,-9.31,above_30mbps_reward,30.0
64.110.101.125:443,64.110.101.125,443,JP,KIX,205.87,22.68,239.53,500,205.87,3.66,below_30mbps,30.0
217.142.190.216:8443,217.142.190.216,8443,SG,SIN,220.6,59.64,242.67,500,220.6,-7.93,above_30mbps_reward,30.0
103.25.202.114:443,103.25.202.114,443,SG,SIN,227.27,55.28,250.22,500,227.27,-7.05,above_30mbps_reward,30.0
167.254.241.32:2053,167.254.241.32,2053,SG,SIN,214.41,10.06,259.23,58.75,214.41,14.82,below_15mbps,17.63
64.120.95.175:8443,64.120.95.175,8443,SG,SIN,235.21,14.51,266.68,500,235.21,1.47,below_15mbps,30.0
140.245.54.99:2053,140.245.54.99,2053,SG,SIN,255.1,56.31,277.83,35.65,255.1,-7.27,above_30mbps_reward,10.7
5.223.59.9:443,5.223.59.9,443,SG,SIN,260.5,51.35,284.3,34.45,260.5,-6.2,above_30mbps_reward,10.33
116.251.217.65:443,116.251.217.65,443,SG,SIN,256.69,30.28,286.58,500,256.69,-0.11,above_30mbps_reward,30.0
43.133.42.56:2053,43.133.42.56,2053,SG,SIN,257.43,27.9,288.48,96.3,257.43,1.05,below_30mbps,28.89
116.251.216.12:8443,116.251.216.12,8443,SG,SIN,257.74,22.84,291.32,40.31,257.74,3.58,below_30mbps,12.09
5.223.93.107:8443,5.223.93.107,8443,SG,SIN,268.66,52.4,292.22,30.13,268.66,-6.44,above_30mbps_reward,9.04
185.225.20.99:8443,185.225.20.99,8443,SG,SIN,263.05,31.41,292.52,500,263.05,-0.53,above_30mbps_reward,30.0
5.223.93.126:8443,5.223.93.126,8443,SG,SIN,269.84,48.98,294.18,500,269.84,-5.66,above_30mbps_reward,30.0
158.247.253.111:8443,158.247.253.111,8443,KR,ICN,284.3,32.87,295.33,58.1,284.3,-1.05,above_30mbps_reward,17.43
5.223.60.212:443,5.223.60.212,443,SG,,274.14,52.51,297.67,33.55,274.14,-6.46,above_30mbps_reward,10.06
185.151.146.61:443,185.151.146.61,443,SG,,274.12,47.23,298.88,35.84,274.12,-5.24,above_30mbps_reward,10.75
150.109.11.223:443,150.109.11.223,443,SG,SIN,276.36,50.03,300.46,500,276.36,-5.9,above_30mbps_reward,30.0
5.223.95.244:443,5.223.95.244,443,SG,SIN,278.49,54.15,301.67,44.3,278.49,-6.82,above_30mbps_reward,13.29
116.251.217.107:443,116.251.217.107,443,SG,SIN,273.12,31.09,302.71,31.78,273.12,-0.41,above_30mbps_reward,9.53
116.251.216.23:8443,116.251.216.23,8443,SG,SIN,279.2,45.52,304.39,42.4,279.2,-4.81,above_30mbps_reward,12.72
77.93.90.231:443,77.93.90.231,443,SG,SIN,335.38,38.78,362.42,167.39,335.38,-2.96,above_30mbps_reward,30.0
46.250.231.61:443,46.250.231.61,443,SG,,342.02,20.86,376.59,50.06,342.02,4.57,below_30mbps,15.02
194.233.67.84:2053,194.233.67.84,2053,SG,SIN,360.3,23.7,393.45,42.7,360.3,3.15,below_30mbps,12.81
188.253.125.246:8443,188.253.125.246,8443,SG,SIN,375.22,34.21,403.7,44.11,375.22,-1.52,above_30mbps_reward,13.23
62.146.232.232:443,62.146.232.232,443,SG,SIN,380.44,21.96,414.46,42.98,380.44,4.02,below_30mbps,12.89
85.155.176.13:8443,85.155.176.13,8443,KR,NRT,2648.76,11.75,2688.51,500,2648.76,9.75,below_15mbps,30.0
