node,ip,port,country,colo,latency_ms,speed_mbps,score,stability,latency_score,speed_penalty,speed_tier,stability_weighted
23.176.40.184:443,23.176.40.184,443,JP,,92.62,44.13,118.17,500,92.62,-4.45,above_30mbps_reward,30.0
54.180.141.246:443,54.180.141.246,443,KR,ICN,114.32,279.39,118.57,500,114.32,-25.75,above_30mbps_reward,30.0
43.155.134.179:443,43.155.134.179,443,KR,ICN,84.11,18.59,119.81,500,84.11,5.71,below_30mbps,30.0
13.231.221.179:443,13.231.221.179,443,JP,NRT,95.11,45.93,120.19,500,95.11,-4.92,above_30mbps_reward,30.0
64.204.49.221:443,64.204.49.221,443,JP,NRT,91.66,32.3,120.81,500,91.66,-0.85,above_30mbps_reward,30.0
54.249.226.241:443,54.249.226.241,443,JP,NRT,92.07,31.84,121.38,500,92.07,-0.69,above_30mbps_reward,30.0
45.120.159.237:8443,45.120.159.237,8443,JP,KIX,84.33,15.42,121.62,500,84.33,7.29,below_30mbps,30.0
13.158.39.80:443,13.158.39.80,443,JP,NRT,89.2,22.97,122.72,500,89.2,3.52,below_30mbps,30.0
152.67.198.36:443,152.67.198.36,443,KR,ICN,101.03,53.3,124.4,500,101.03,-6.63,above_30mbps_reward,30.0
152.67.210.234:443,152.67.210.234,443,KR,ICN,100.62,45.84,125.73,500,100.62,-4.89,above_30mbps_reward,30.0
23.176.40.201:443,23.176.40.201,443,JP,,92.36,22.98,125.87,500,92.36,3.51,below_30mbps,30.0
134.185.114.16:443,134.185.114.16,443,KR,ICN,102.12,47.08,126.92,500,102.12,-5.2,above_30mbps_reward,30.0
168.107.14.233:443,168.107.14.233,443,KR,ICN,104.75,55.15,127.72,500,104.75,-7.03,above_30mbps_reward,30.0
168.110.107.218:443,168.110.107.218,443,KR,ICN,105.88,59.77,127.92,500,105.88,-7.96,above_30mbps_reward,30.0
43.165.191.60:443,43.165.191.60,443,JP,NRT,92.62,19.08,128.08,500,92.62,5.46,below_30mbps,30.0
152.67.208.47:443,152.67.208.47,443,KR,ICN,104.7,46.75,129.58,500,104.7,-5.12,above_30mbps_reward,30.0
65.20.85.14:443,65.20.85.14,443,IN,BOM,116.86,121.2,130.75,500,116.86,-16.11,above_30mbps_reward,30.0
146.56.115.180:443,146.56.115.180,443,KR,ICN,99.63,22.03,133.62,500,99.63,3.98,below_30mbps,30.0
43.133.251.155:443,43.133.251.155,443,KR,ICN,105.22,32.85,134.17,500,105.22,-1.05,above_30mbps_reward,30.0
49.238.236.60:8443,49.238.236.60,8443,KR,LAX,169.66,351.62,171.25,500,169.66,-28.41,above_30mbps_reward,30.0
49.238.238.31:443,49.238.238.31,443,KR,,171.24,352.09,172.81,500,171.24,-28.42,above_30mbps_reward,30.0
20.219.46.208:8443,20.219.46.208,8443,IN,BOM,155.63,63.8,176.92,500,155.63,-8.71,above_30mbps_reward,30.0
49.238.237.72:443,49.238.237.72,443,KR,,179.64,357.26,181.05,500,179.64,-28.59,above_30mbps_reward,30.0
49.238.239.25:443,49.238.239.25,443,KR,,181.82,327.48,184.23,500,181.82,-27.59,above_30mbps_reward,30.0
49.238.239.42:8443,49.238.239.42,8443,KR,LAX,188.15,368.88,189.19,500,188.15,-28.96,above_30mbps_reward,30.0
49.238.237.212:8443,49.238.237.212,8443,KR,LAX,186.79,318.8,189.51,500,186.79,-27.28,above_30mbps_reward,30.0
49.238.238.161:8443,49.238.238.161,8443,KR,LAX,190.11,309.78,193.16,500,190.11,-26.95,above_30mbps_reward,30.0
170.187.237.10:443,170.187.237.10,443,IN,,187.52,189.57,196.24,500,187.52,-21.28,above_30mbps_reward,30.0
49.238.238.184:8443,49.238.238.184,8443,KR,LAX,194.3,317.48,197.07,500,194.3,-27.23,above_30mbps_reward,30.0
49.238.237.60:8443,49.238.237.60,8443,KR,LAX,198.76,328.38,201.14,500,198.76,-27.62,above_30mbps_reward,30.0
49.238.236.12:8443,49.238.236.12,8443,KR,LAX,203.13,335.55,205.26,500,203.13,-27.87,above_30mbps_reward,30.0
49.238.239.17:443,49.238.239.17,443,KR,LAX,211.1,367.65,212.18,500,211.1,-28.92,above_30mbps_reward,30.0
64.227.174.213:2053,64.227.174.213,2053,IN,BOM,211.99,388.97,212.42,500,211.99,-29.57,above_30mbps_reward,30.0
168.144.155.167:443,168.144.155.167,443,IN,,203.57,138.94,215.88,500,203.57,-17.69,above_30mbps_reward,30.0
49.238.236.36:8443,49.238.236.36,8443,KR,LAX,215.71,363.77,216.91,500,215.71,-28.8,above_30mbps_reward,30.0
49.238.237.57:8443,49.238.237.57,8443,KR,LAX,217.16,313.34,220.08,500,217.16,-27.08,above_30mbps_reward,30.0
5.253.28.113:443,5.253.28.113,443,IN,,199.24,45.94,224.32,500,199.24,-4.92,above_30mbps_reward,30.0
157.20.27.35:443,157.20.27.35,443,IN,BOM,217.09,180.86,226.36,500,217.09,-20.73,above_30mbps_reward,30.0
168.144.68.202:443,168.144.68.202,443,IN,,212.26,115.28,226.73,500,212.26,-15.54,above_30mbps_reward,30.0
170.187.237.195:443,170.187.237.195,443,IN,,226.66,363.08,227.88,500,226.66,-28.78,above_30mbps_reward,30.0
5.253.30.225:443,5.253.30.225,443,IN,BOM,202.47,41.06,228.85,500,202.47,-3.62,above_30mbps_reward,30.0
64.227.164.129:443,64.227.164.129,443,IN,BOM,228.35,371.89,229.3,500,228.35,-29.05,above_30mbps_reward,30.0
193.122.96.190:443,193.122.96.190,443,KR,,207.88,43.23,233.67,500,207.88,-4.22,above_30mbps_reward,30.0
5.253.29.6:443,5.253.29.6,443,IN,BOM,210.87,44.86,236.23,500,210.87,-4.64,above_30mbps_reward,30.0
5.253.28.115:443,5.253.28.115,443,IN,BOM,212.12,46.08,237.17,500,212.12,-4.95,above_30mbps_reward,30.0
5.253.28.234:443,5.253.28.234,443,IN,BOM,215.56,46.09,240.6,500,215.56,-4.96,above_30mbps_reward,30.0
5.253.29.83:443,5.253.29.83,443,IN,,215.87,38.08,243.12,500,215.87,-2.75,above_30mbps_reward,30.0
64.176.230.12:443,64.176.230.12,443,KR,,235.24,145.91,246.98,500,235.24,-18.26,above_30mbps_reward,30.0
158.247.201.201:8443,158.247.201.201,8443,KR,ICN,244.19,203.94,252.07,500,244.19,-22.12,above_30mbps_reward,30.0
170.187.237.198:443,170.187.237.198,443,IN,,251.29,306.92,254.45,500,251.29,-26.84,above_30mbps_reward,30.0
5.253.30.171:8443,5.253.30.171,8443,IN,BOM,230.91,45.84,256.02,500,230.91,-4.89,above_30mbps_reward,30.0
141.164.37.50:443,141.164.37.50,443,KR,,235.42,50.96,259.31,500,235.42,-6.12,above_30mbps_reward,30.0
139.84.156.127:443,139.84.156.127,443,IN,,252.56,201.36,260.58,500,252.56,-21.97,above_30mbps_reward,30.0
141.164.35.4:443,141.164.35.4,443,KR,,243.05,74.65,262.53,500,243.05,-10.52,above_30mbps_reward,30.0
158.247.210.172:443,158.247.210.172,443,KR,,238.89,42.05,265.0,500,238.89,-3.9,above_30mbps_reward,30.0
158.247.253.111:8443,158.247.253.111,8443,KR,ICN,250.46,20.62,265.21,33.54,250.46,4.69,below_30mbps,10.06
158.247.224.240:443,158.247.224.240,443,KR,,253.48,97.12,269.92,500,253.48,-13.56,above_30mbps_reward,30.0
167.71.238.69:443,167.71.238.69,443,IN,BOM,265.25,240.18,271.24,500,265.25,-24.01,above_30mbps_reward,30.0
64.176.226.26:8443,64.176.226.26,8443,KR,ICN,246.84,39.14,273.77,500,246.84,-3.07,above_30mbps_reward,30.0
168.144.154.79:443,168.144.154.79,443,IN,BOM,265.98,133.92,278.71,500,265.98,-17.27,above_30mbps_reward,30.0
158.247.222.168:443,158.247.222.168,443,KR,,271.72,147.19,283.37,500,271.72,-18.36,above_30mbps_reward,30.0
130.94.29.155:443,130.94.29.155,443,KR,,252.39,18.16,288.31,500,252.39,5.92,below_30mbps,30.0
158.247.240.138:443,158.247.240.138,443,KR,,252.53,17.61,288.72,500,252.53,6.2,below_30mbps,30.0
141.164.49.98:443,141.164.49.98,443,KR,,260.91,31.77,290.24,500,260.91,-0.66,above_30mbps_reward,30.0
141.164.42.2:443,141.164.42.2,443,KR,ICN,263.23,24.97,295.75,500,263.23,2.52,below_30mbps,30.0
65.20.71.82:443,65.20.71.82,443,IN,,292.32,220.75,299.29,500,292.32,-23.04,above_30mbps_reward,30.0
5.253.29.241:2053,5.253.29.241,2053,IN,BOM,272.95,38.86,299.96,500,272.95,-2.99,above_30mbps_reward,30.0
94.136.185.7:8443,94.136.185.7,8443,IN,BOM,298.91,96.79,315.39,500,298.91,-13.52,above_30mbps_reward,30.0
146.56.135.196:443,146.56.135.196,443,KR,,333.31,32.71,362.31,500,333.31,-1.0,above_30mbps_reward,30.0
146.56.167.171:443,146.56.167.171,443,KR,ICN,337.75,43.36,363.5,500,337.75,-4.25,above_30mbps_reward,30.0
140.238.21.85:8443,140.238.21.85,8443,KR,,335.17,33.96,363.74,500,335.17,-1.43,above_30mbps_reward,30.0
193.122.115.184:443,193.122.115.184,443,KR,,351.66,104.7,367.23,500,351.66,-14.43,above_30mbps_reward,30.0
130.162.137.247:443,130.162.137.247,443,KR,ICN,340.86,37.72,368.22,500,340.86,-2.64,above_30mbps_reward,30.0
146.56.142.151:443,146.56.142.151,443,KR,ICN,347.16,33.68,375.82,500,347.16,-1.34,above_30mbps_reward,30.0
64.110.82.71:443,64.110.82.71,443,KR,,347.52,34.51,375.91,500,347.52,-1.62,above_30mbps_reward,30.0
146.56.187.1:8443,146.56.187.1,8443,KR,ICN,352.46,47.55,377.14,500,352.46,-5.32,above_30mbps_reward,30.0
193.122.119.241:443,193.122.119.241,443,KR,ICN,353.49,51.19,377.32,500,353.49,-6.17,above_30mbps_reward,30.0
64.110.70.64:443,64.110.70.64,443,KR,,353.95,41.49,380.21,500,353.95,-3.74,above_30mbps_reward,30.0
131.186.26.94:443,131.186.26.94,443,KR,,351.29,31.86,380.6,500,351.29,-0.69,above_30mbps_reward,30.0
140.238.15.158:443,140.238.15.158,443,KR,,353.68,35.68,381.68,500,353.68,-2.0,above_30mbps_reward,30.0
131.186.16.166:443,131.186.16.166,443,KR,ICN,356.56,34.05,385.1,500,356.56,-1.46,above_30mbps_reward,30.0
161.118.153.136:443,161.118.153.136,443,KR,,358.91,32.82,387.87,500,358.91,-1.04,above_30mbps_reward,30.0
132.145.91.181:8443,132.145.91.181,8443,KR,ICN,347.88,10.21,392.25,500,347.88,14.37,below_15mbps,30.0
107.181.139.85:443,107.181.139.85,443,IN,DEL,465.46,48.31,489.96,500,465.46,-5.5,above_30mbps_reward,30.0
172.236.187.52:443,172.236.187.52,443,IN,,1321.67,30.8,1351.36,500,1321.67,-0.3,above_30mbps_reward,30.0
